Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Velocity (cm/s)
77.770	-13.330
77.780	-15.437
77.790	-15.437
77.800	-15.480
77.810	-15.867
77.820	-17.200
77.830	-15.007
77.840	-16.770
77.850	-16.297
77.860	-14.620
77.870	-15.867
77.880	-15.007
77.890	-13.330
77.900	-13.717
77.910	-12.900
77.920	-10.707
77.930	-10.750
77.940	-9.847
77.950	-9.030
77.960	-6.407
77.970	-6.407
77.980	-4.730
77.990	-2.537
78.000	-2.580
78.010	-1.247
78.020	1.720
78.030	1.763
78.040	2.580
78.050	5.633
78.060	5.590
78.070	6.923
78.080	9.460
78.090	9.073
78.100	10.320
78.110	12.513
78.120	12.040
78.130	12.943
78.140	13.760
78.150	15.953
78.160	15.050
78.170	15.523
78.180	16.770
78.190	15.953
78.200	16.340
78.210	17.243
78.220	15.910
78.230	15.953
78.240	16.770
78.250	15.093
78.260	14.190
78.270	14.663
78.280	12.900
78.290	12.513
78.300	12.040
78.310	10.363
78.320	9.030
78.330	7.783
78.340	8.170
78.350	5.203
78.360	4.300
78.370	4.343
78.380	1.290
78.390	0.473
78.400	0.000
78.410	-2.537
78.420	-3.870
78.430	-3.827
78.440	-6.450
78.450	-7.697
78.460	-7.310
78.470	-9.847
78.480	-11.137
78.490	-10.750
78.500	-12.857
78.510	-13.760
78.520	-14.577
78.530	-13.760
78.540	-15.437
78.550	-15.910
78.560	-15.007
78.570	-16.297
78.580	-16.770
78.590	-15.437
78.600	-16.340
78.610	-16.297
78.620	-14.620
78.630	-15.007
78.640	-15.050
78.650	-12.857
78.660	-13.287
78.670	-12.470
78.680	-10.707
78.690	-10.750
78.700	-9.417
78.710	-8.600
78.720	-6.407
78.730	-6.020
78.740	-5.117
78.750	-2.150
78.760	-2.107
78.770	-1.247
78.780	1.720
78.790	1.763
78.800	3.010
78.810	5.633
78.820	5.160
78.830	6.923
78.840	8.600
78.850	9.073
78.860	9.890
78.870	12.083
78.880	12.040
78.890	12.513
78.900	13.330
78.910	15.093
78.920	14.620
78.930	14.663
78.940	16.340
78.950	15.093
78.960	15.050
78.970	16.813
78.980	15.050
78.990	15.050
79.000	15.953
79.010	13.760
79.020	13.373
79.030	14.190
79.040	12.083
79.050	10.750
79.060	11.653
79.070	9.460
79.080	7.783
79.090	6.880
79.100	6.923
79.110	4.730
79.120	3.053
79.130	3.483
79.140	0.430
79.150	-0.387
79.160	-1.290
79.170	-2.967
79.180	-4.730
79.190	-4.257
79.200	-7.310
79.210	-8.127
79.220	-8.170
79.230	-10.277
79.240	-11.180
79.250	-11.137
79.260	-12.857
79.270	-13.760
79.280	-14.577
79.290	-13.330
79.300	-15.437
79.310	-15.480
79.320	-14.147
79.330	-15.910
79.340	-15.437
79.350	-14.577
79.360	-15.480
79.370	-15.007
79.380	-13.760
79.390	-14.147
79.400	-13.760
79.410	-11.137
79.420	-12.040
79.430	-11.137
79.440	-8.987
79.450	-9.030
79.460	-8.127
79.470	-6.880
79.480	-4.687
79.490	-4.300
79.500	-3.397
79.510	-0.860
79.520	-0.817
79.530	0.860
79.540	3.053
79.550	3.440
79.560	4.343
79.570	7.310
79.580	6.923
79.590	7.740
79.600	10.793
79.610	9.890
79.620	11.223
79.630	13.330
79.640	12.943
79.650	13.330
79.660	14.233
79.670	15.910
79.680	15.093
79.690	15.480
79.700	16.813
79.710	15.480
79.720	15.523
79.730	16.340
79.740	15.093
79.750	14.620
79.760	15.523
79.770	13.760
79.780	12.943
79.790	13.330
79.800	11.653
79.810	10.320
79.820	10.793
79.830	8.170
79.840	7.353
79.850	5.590
79.860	6.063
79.870	3.440
79.880	1.763
79.890	2.150
79.900	-0.817
79.910	-2.150
79.920	-2.107
79.930	-4.687
79.940	-6.450
79.950	-5.977
79.960	-8.170
79.970	-9.847
79.980	-9.460
79.990	-11.137
80.000	-12.900
80.010	-11.997
80.020	-14.190
80.030	-15.007
80.040	-14.147
80.050	-16.340
80.060	-16.297
80.070	-16.340
80.080	-15.437
80.090	-16.340
80.100	-16.727
80.110	-15.050
80.120	-15.867
80.130	-15.867
80.140	-13.330
80.150	-14.577
80.160	-13.760
80.170	-11.997
80.180	-12.040
80.190	-11.137
80.200	-8.600
80.210	-8.987
80.220	-7.697
80.230	-5.590
80.240	-5.117
80.250	-3.870
80.260	-2.537
80.270	-0.430
80.280	0.473
80.290	1.290
80.300	3.913
80.310	3.870
80.320	5.633
80.330	7.740
80.340	7.353
80.350	8.600
80.360	11.223
80.370	11.180
80.380	11.223
80.390	14.190
80.400	13.373
80.410	13.760
80.420	16.383
80.430	15.050
80.440	15.093
80.450	15.910
80.460	16.813
80.470	15.480
80.480	15.523
80.490	16.340
80.500	15.093
80.510	14.620
80.520	15.093
80.530	13.330
80.540	12.943
80.550	13.330
80.560	10.793
80.570	10.320
80.580	9.933
80.590	7.740
80.600	6.923
80.610	6.450
80.620	4.343
80.630	3.010
80.640	1.763
80.650	1.290
80.660	-0.817
80.670	-2.580
80.680	-2.107
80.690	-4.730
80.700	-6.407
80.710	-5.977
80.720	-8.600
80.730	-9.417
80.740	-9.460
80.750	-11.567
80.760	-12.470
80.770	-11.997
80.780	-14.190
80.790	-15.007
80.800	-13.760
80.810	-15.867
80.820	-15.867
80.830	-15.910
80.840	-15.007
80.850	-15.910
80.860	-15.867
80.870	-14.190
80.880	-15.437
80.890	-14.577
80.900	-12.900
80.910	-13.717
80.920	-12.900
80.930	-10.277
80.940	-11.180
80.950	-10.277
80.960	-7.310
80.970	-7.697
80.980	-6.880
80.990	-3.827
81.000	-4.257
81.010	-2.580
81.020	-1.677
81.030	0.860
81.040	1.333
81.050	2.150
81.060	5.203
81.070	4.730
81.080	6.493
81.090	8.170
81.100	8.643
81.110	9.460
81.120	11.653
81.130	11.180
81.140	12.083
81.150	13.760
81.160	13.373
81.170	13.760
81.180	15.523
81.190	14.620
81.200	14.663
81.210	15.050
81.220	15.953
81.230	14.620
81.240	14.233
81.250	15.050
81.260	13.803
81.270	12.900
81.280	13.803
81.290	12.040
81.300	10.793
81.310	11.610
81.320	9.503
81.330	8.170
81.340	8.213
81.350	6.020
81.360	5.203
81.370	4.730
81.380	2.193
81.390	1.290
81.400	0.043
81.410	0.000
81.420	-2.967
81.430	-3.870
81.440	-4.257
81.450	-6.450
81.460	-7.267
81.470	-8.127
81.480	-9.460
81.490	-10.707
81.500	-10.320
81.510	-12.857
81.520	-12.900
81.530	-12.857
81.540	-14.620
81.550	-15.007
81.560	-14.147
81.570	-15.910
81.580	-15.867
81.590	-15.910
81.600	-14.577
81.610	-15.910
81.620	-15.007
81.630	-13.760
81.640	-14.577
81.650	-14.147
81.660	-12.040
81.670	-12.427
81.680	-12.040
81.690	-9.417
81.700	-9.460
81.710	-8.987
81.720	-6.020
81.730	-6.407
81.740	-5.160
81.750	-2.537
81.760	-2.537
81.770	-1.290
81.780	0.043
81.790	2.150
81.800	2.623
81.810	3.870
81.820	6.493
81.830	6.450
81.840	7.353
81.850	9.890
81.860	9.503
81.870	10.750
81.880	12.513
81.890	12.040
81.900	13.373
81.910	14.620
81.920	14.663
81.930	14.620
81.940	16.383
81.950	15.050
81.960	15.523
81.970	15.480
81.980	16.383
81.990	15.050
82.000	14.663
82.010	15.910
82.020	13.803
82.030	13.330
82.040	13.803
82.050	11.610
82.060	10.793
82.070	11.180
82.080	9.073
82.090	7.740
82.100	8.213
82.110	5.590
82.120	4.343
82.130	4.300
82.140	1.763
82.150	0.430
82.160	-0.817
82.170	-0.860
82.180	-3.397
82.190	-4.730
82.200	-4.257
82.210	-7.310
82.220	-8.127
82.230	-8.127
82.240	-10.320
82.250	-11.137
82.260	-11.180
82.270	-12.857
82.280	-13.760
82.290	-12.857
82.300	-15.050
82.310	-15.437
82.320	-14.147
82.330	-15.910
82.340	-15.867
82.350	-15.910
82.360	-14.577
82.370	-15.910
82.380	-15.007
82.390	-13.760
82.400	-14.577
82.410	-13.717
82.420	-12.040
82.430	-12.427
82.440	-11.610
82.450	-9.417
82.460	-9.460
82.470	-8.557
82.480	-6.450
82.490	-6.407
82.500	-5.160
82.510	-2.537
82.520	-2.107
82.530	-1.720
82.540	0.043
82.550	2.580
82.560	2.623
82.570	3.870
82.580	6.063
82.590	6.450
82.600	6.923
82.610	9.890
82.620	9.503
82.630	9.890
82.640	12.513
82.650	12.040
82.660	12.513
82.670	14.190
82.680	13.803
82.690	14.190
82.700	15.953
82.710	14.620
82.720	14.663
82.730	15.050
82.740	15.953
82.750	14.620
82.760	13.803
82.770	15.050
82.780	12.943
82.790	12.470
82.800	12.943
82.810	11.180
82.820	9.933
82.830	10.320
82.840	8.213
82.850	6.880
82.860	7.353
82.870	4.730
82.880	3.483
82.890	3.870
82.900	0.473
82.910	0.000
82.920	-1.677
82.930	-1.290
82.940	-4.257
82.950	-5.590
82.960	-4.687
82.970	-7.740
82.980	-8.557
82.990	-8.557
83.000	-10.320
83.010	-11.567
83.020	-10.750
83.030	-12.857
83.040	-13.330
83.050	-12.857
83.060	-14.620
83.070	-15.007
83.080	-13.287
83.090	-15.480
83.100	-15.437
83.110	-15.050
83.120	-13.717
83.130	-14.620
83.140	-14.147
83.150	-12.427
83.160	-13.330
83.170	-12.427
83.180	-10.750
83.190	-10.707
83.200	-10.320
83.210	-7.697
83.220	-8.170
83.230	-7.267
83.240	-4.730
83.250	-4.687
83.260	-3.397
83.270	-1.290
83.280	-1.247
83.290	0.430
83.300	1.763
83.310	3.870
83.320	3.913
83.330	5.160
83.340	7.783
83.350	7.310
83.360	8.643
83.370	10.750
83.380	10.793
83.390	11.180
83.400	13.373
83.410	12.900
83.420	13.373
83.430	15.050
83.440	14.663
83.450	14.620
83.460	15.953
83.470	15.050
83.480	15.093
83.490	14.620
83.500	15.953
83.510	14.190
83.520	13.373
83.530	14.620
83.540	12.513
83.550	12.040
83.560	12.513
83.570	9.890
83.580	9.503
83.590	9.030
83.600	7.353
83.610	5.590
83.620	6.063
83.630	3.440
83.640	2.193
83.650	2.150
83.660	-0.387
83.670	-1.720
83.680	-2.967
83.690	-3.440
83.700	-5.547
83.710	-6.880
83.720	-6.837
83.730	-9.417
83.740	-9.890
83.750	-9.847
83.760	-12.040
83.770	-12.857
83.780	-12.040
83.790	-14.147
83.800	-14.620
83.810	-13.717
83.820	-15.867
83.830	-15.910
83.840	-14.577
83.850	-16.340
83.860	-15.867
83.870	-15.910
83.880	-13.717
83.890	-15.480
83.900	-14.577
83.910	-12.427
83.920	-13.760
83.930	-12.427
83.940	-10.750
83.950	-10.707
83.960	-9.890
83.970	-7.267
83.980	-7.740
83.990	-6.407
84.000	-4.257
84.010	-3.870
84.020	-2.967
84.030	-0.430
84.040	0.043
84.050	0.860
84.060	2.193
84.070	5.160
84.080	4.773
84.090	6.020
84.100	8.643
84.110	8.600
84.120	9.073
84.130	11.610
84.140	11.223
84.150	11.610
84.160	13.803
84.170	13.330
84.180	14.233
84.190	15.480
84.200	14.663
84.210	15.050
84.220	16.383
84.230	15.480
84.240	15.093
84.250	14.620
84.260	15.953
84.270	13.760
84.280	13.803
84.290	14.190
84.300	12.513
84.310	11.610
84.320	12.083
84.330	9.890
84.340	8.643
84.350	9.030
84.360	6.923
84.370	5.160
84.380	5.633
84.390	3.440
84.400	1.763
84.410	0.860
84.420	0.473
84.430	-1.720
84.440	-3.397
84.450	-3.440
84.460	-5.547
84.470	-7.267
84.480	-6.880
84.490	-8.987
84.500	-10.320
84.510	-9.847
84.520	-11.610
84.530	-12.857
84.540	-12.470
84.550	-13.717
84.560	-14.577
84.570	-13.760
84.580	-15.437
84.590	-15.480
84.600	-15.437
84.610	-14.190
84.620	-15.437
84.630	-15.480
84.640	-13.287
84.650	-14.577
84.660	-13.760
84.670	-11.567
84.680	-12.900
84.690	-11.567
84.700	-9.460
84.710	-9.847
84.720	-9.030
84.730	-6.407
84.740	-6.407
84.750	-5.590
84.760	-2.967
84.770	-3.010
84.780	-2.107
84.790	-0.430
84.800	2.193
84.810	1.720
84.820	3.053
84.830	6.020
84.840	5.633
84.850	6.450
84.860	9.073
84.870	8.600
84.880	9.933
84.890	11.610
84.900	11.223
84.910	11.610
84.920	13.803
84.930	12.900
84.940	13.373
84.950	15.050
84.960	14.233
84.970	13.760
84.980	14.663
84.990	15.050
85.000	13.803
85.010	13.760
85.020	14.663
85.030	12.470
85.040	12.083
85.050	12.900
85.060	10.793
85.070	9.890
85.080	10.793
85.090	8.170
85.100	7.353
85.110	7.310
85.120	4.773
85.130	3.870
85.140	3.913
85.150	1.720
85.160	0.043
85.170	-1.290
85.180	-0.817
85.190	-3.397
85.200	-4.730
85.210	-4.687
85.220	-6.880
85.230	-8.127
85.240	-8.170
85.250	-9.847
85.260	-11.180
85.270	-10.707
85.280	-12.470
85.290	-13.287
85.300	-12.427
85.310	-14.190
85.320	-15.007
85.330	-13.330
85.340	-15.437
85.350	-15.480
85.360	-15.007
85.370	-13.760
85.380	-15.007
85.390	-14.577
85.400	-12.900
85.410	-13.287
85.420	-12.900
85.430	-10.707
85.440	-11.610
85.450	-10.277
85.460	-8.600
85.470	-8.557
85.480	-7.267
85.490	-5.160
85.500	-5.117
85.510	-3.870
85.520	-1.677
85.530	-1.290
85.540	-0.387
85.550	0.860
85.560	3.483
85.570	3.440
85.580	4.773
85.590	6.880
85.600	6.923
85.610	8.170
85.620	9.933
85.630	10.320
85.640	10.793
85.650	12.900
85.660	12.083
85.670	12.900
85.680	15.093
85.690	13.760
85.700	14.233
85.710	15.910
85.720	15.093
85.730	14.620
85.740	14.663
85.750	15.910
85.760	14.233
85.770	13.760
85.780	14.663
85.790	12.900
85.800	12.083
85.810	12.470
85.820	10.793
85.830	9.890
85.840	9.933
85.850	7.740
85.860	6.923
85.870	6.880
85.880	4.773
85.890	3.010
85.900	3.053
85.910	0.903
85.920	-0.430
85.930	-1.677
85.940	-1.720
85.950	-4.257
85.960	-5.590
85.970	-5.117
85.980	-7.740
85.990	-8.987
86.000	-8.170
86.010	-10.707
86.020	-11.610
86.030	-11.137
86.040	-13.287
86.050	-13.330
86.060	-12.857
86.070	-15.050
86.080	-15.007
86.090	-13.760
86.100	-15.437
86.110	-15.437
86.120	-15.480
86.130	-14.147
86.140	-15.050
86.150	-14.577
86.160	-12.900
86.170	-13.717
86.180	-12.900
86.190	-10.707
86.200	-11.567
86.210	-10.320
86.220	-8.557
86.230	-8.600
86.240	-7.267
86.250	-5.160
86.260	-5.547
86.270	-3.870
86.280	-1.677
86.290	-1.290
86.300	-0.387
86.310	0.860
86.320	3.483
86.330	3.483
86.340	4.730
86.350	6.923
86.360	6.450
86.370	7.783
86.380	9.890
86.390	9.503
86.400	10.750
86.410	12.943
86.420	11.610
86.430	12.943
86.440	14.620
86.450	13.803
86.460	13.760
86.470	15.523
86.480	14.190
86.490	14.233
86.500	14.190
86.510	15.523
86.520	13.330
86.530	13.373
86.540	14.190
86.550	12.083
86.560	11.610
86.570	12.083
86.580	9.890
86.590	9.073
86.600	9.460
86.610	7.353
86.620	5.590
86.630	6.493
86.640	3.440
86.650	2.623
86.660	2.580
86.670	0.043
86.680	-1.290
86.690	-2.537
86.700	-2.150
86.710	-4.687
86.720	-6.450
86.730	-5.547
86.740	-7.740
86.750	-8.987
86.760	-8.557
86.770	-10.750
86.780	-11.137
86.790	-11.180
86.800	-12.857
86.810	-13.330
86.820	-12.857
86.830	-14.190
86.840	-14.577
86.850	-13.287
86.860	-14.620
86.870	-14.577
86.880	-14.620
86.890	-12.857
86.900	-13.760
86.910	-13.717
86.920	-11.567
86.930	-12.470
86.940	-11.567
86.950	-9.890
86.960	-9.847
86.970	-9.460
86.980	-6.837
86.990	-7.310
87.000	-5.977
87.010	-3.870
87.020	-3.827
87.030	-2.537
87.040	0.000
87.050	0.043
87.060	1.290
87.070	2.193
87.080	4.730
87.090	4.773
87.100	5.590
87.110	8.643
87.120	7.740
87.130	9.073
87.140	10.750
87.150	11.223
87.160	11.180
87.170	13.373
87.180	12.900
87.190	13.373
87.200	15.050
87.210	13.803
87.220	14.190
87.230	15.953
87.240	14.190
87.250	14.233
87.260	14.190
87.270	15.093
87.280	12.900
87.290	12.943
87.300	13.760
87.310	11.223
87.320	10.750
87.330	11.223
87.340	9.030
87.350	7.783
87.360	8.170
87.370	5.633
87.380	4.730
87.390	4.773
87.400	2.150
87.410	0.903
87.420	0.860
87.430	-1.677
87.440	-3.010
87.450	-3.827
87.460	-4.257
87.470	-6.450
87.480	-7.697
87.490	-7.310
87.500	-9.417
87.510	-10.320
87.520	-10.277
87.530	-11.610
87.540	-12.857
87.550	-12.040
87.560	-14.147
87.570	-14.577
87.580	-13.760
87.590	-15.007
87.600	-15.910
87.610	-14.147
87.620	-15.480
87.630	-15.007
87.640	-15.007
87.650	-13.330
87.660	-14.147
87.670	-13.330
87.680	-11.567
87.690	-12.470
87.700	-11.137
87.710	-9.460
87.720	-9.847
87.730	-8.557
87.740	-6.450
87.750	-6.407
87.760	-5.590
87.770	-2.967
87.780	-3.010
87.790	-1.677
87.800	0.860
87.810	0.903
87.820	2.150
87.830	3.483
87.840	6.020
87.850	5.633
87.860	6.880
87.870	9.073
87.880	9.030
87.890	9.503
87.900	11.610
87.910	11.653
87.920	12.040
87.930	13.803
87.940	13.760
87.950	13.803
87.960	15.480
87.970	14.663
87.980	14.190
87.990	15.953
88.000	14.620
88.010	14.233
88.020	13.760
88.030	15.093
88.040	12.900
88.050	12.943
88.060	13.330
88.070	11.653
88.080	10.320
88.090	11.223
88.100	9.030
88.110	7.783
88.120	7.740
88.130	5.633
88.140	4.343
88.150	4.730
88.160	1.763
88.170	0.860
88.180	0.473
88.190	-1.720
88.200	-2.967
88.210	-4.300
88.220	-4.257
88.230	-6.450
88.240	-7.267
88.250	-7.310
88.260	-9.847
88.270	-10.277
88.280	-10.320
88.290	-11.997
88.300	-13.330
88.310	-11.997
88.320	-14.190
88.330	-14.147
88.340	-13.330
88.350	-15.007
88.360	-15.007
88.370	-13.760
88.380	-15.007
88.390	-14.620
88.400	-14.577
88.410	-12.470
88.420	-13.287
88.430	-12.900
88.440	-11.137
88.450	-11.137
88.460	-10.750
88.470	-8.557
88.480	-9.030
88.490	-7.697
88.500	-5.160
88.510	-5.547
88.520	-4.300
88.530	-2.107
88.540	-2.150
88.550	-0.817
88.560	1.763
88.570	1.720
88.580	2.623
88.590	3.870
88.600	6.493
88.610	6.020
88.620	7.353
88.630	9.030
88.640	9.073
88.650	9.890
88.660	11.653
88.670	11.180
88.680	11.653
88.690	13.760
88.700	12.513
88.710	13.330
88.720	15.093
88.730	13.330
88.740	13.803
88.750	14.620
88.760	13.373
88.770	12.900
88.780	12.943
88.790	13.330
88.800	12.083
88.810	11.180
88.820	12.083
88.830	9.890
88.840	9.073
88.850	9.460
88.860	7.783
88.870	6.020
88.880	6.493
88.890	3.870
88.900	2.623
88.910	2.580
88.920	0.473
88.930	-0.860
88.940	-0.387
88.950	-3.010
88.960	-4.257
88.970	-5.547
88.980	-5.160
88.990	-7.267
89.000	-9.030
89.010	-8.127
89.020	-10.320
89.030	-11.137
89.040	-10.750
89.050	-12.427
89.060	-12.857
89.070	-12.470
89.080	-14.147
89.090	-14.620
89.100	-13.287
89.110	-14.620
89.120	-14.577
89.130	-13.330
89.140	-14.577
89.150	-13.717
89.160	-13.330
89.170	-11.567
89.180	-12.470
89.190	-11.567
89.200	-9.890
89.210	-10.277
89.220	-9.460
89.230	-7.267
89.240	-7.697
89.250	-6.020
89.260	-3.827
89.270	-4.300
89.280	-2.537
89.290	-0.430
89.300	-0.387
89.310	0.860
89.320	3.053
89.330	2.580
89.340	3.913
89.350	5.160
89.360	7.783
89.370	7.310
89.380	8.643
89.390	10.750
89.400	9.933
89.410	11.180
89.420	12.943
89.430	12.040
89.440	12.943
89.450	14.620
89.460	13.373
89.470	14.190
89.480	15.093
89.490	14.190
89.500	14.233
89.510	15.050
89.520	13.803
89.530	13.330
89.540	12.943
89.550	13.760
89.560	12.083
89.570	11.180
89.580	11.653
89.590	9.460
89.600	9.073
89.610	9.030
89.620	6.493
89.630	5.633
89.640	6.020
89.650	3.053
89.660	2.150
89.670	2.623
89.680	-0.430
89.690	-1.247
89.700	-1.720
89.710	-3.827
89.720	-4.730
89.730	-5.977
89.740	-6.020
89.750	-8.127
89.760	-9.460
89.770	-8.987
89.780	-10.707
89.790	-12.040
89.800	-11.137
89.810	-12.900
89.820	-13.717
89.830	-12.900
89.840	-14.577
89.850	-14.577
89.860	-13.760
89.870	-15.007
89.880	-15.050
89.890	-13.717
89.900	-14.620
89.910	-14.147
89.920	-13.760
89.930	-11.997
89.940	-12.427
89.950	-12.040
89.960	-9.847
89.970	-10.750
89.980	-9.417
89.990	-7.740
90.000	-7.697
90.010	-6.450
90.020	-3.827
90.030	-4.257
90.040	-2.580
90.050	-0.387
90.060	-0.430
90.070	0.473
90.080	1.720
90.090	4.343
90.100	3.870
90.110	5.203
90.120	7.310
90.130	7.353
90.140	8.600
90.150	10.363
90.160	10.320
90.170	10.793
90.180	12.900
90.190	12.083
90.200	12.900
90.210	14.233
90.220	13.330
90.230	13.803
90.240	15.050
90.250	13.803
90.260	13.760
90.270	13.803
90.280	14.620
90.290	12.943
90.300	12.470
90.310	12.943
90.320	11.180
90.330	10.793
90.340	11.180
90.350	8.643
90.360	8.170
90.370	8.643
90.380	6.020
90.390	5.203
90.400	4.730
90.410	3.053
90.420	0.860
90.430	1.763
90.440	-0.817
90.450	-2.150
90.460	-2.967
90.470	-3.010
90.480	-5.547
90.490	-6.450
90.500	-5.547
90.510	-8.600
90.520	-9.417
90.530	-9.030
90.540	-11.137
90.550	-11.567
90.560	-11.180
90.570	-12.857
90.580	-13.330
90.590	-11.997
90.600	-14.190
90.610	-14.147
90.620	-12.900
90.630	-14.147
90.640	-14.147
90.650	-13.760
90.660	-12.427
90.670	-13.330
90.680	-12.427
90.690	-11.180
90.700	-11.567
90.710	-10.750
90.720	-8.987
90.730	-8.987
90.740	-8.600
90.750	-5.977
90.760	-6.020
90.770	-5.117
90.780	-2.580
90.790	-2.967
90.800	-1.290
90.810	0.903
90.820	0.860
90.830	1.763
90.840	3.053
90.850	5.590
90.860	5.203
90.870	6.450
90.880	8.643
90.890	8.600
90.900	9.073
90.910	11.610
90.920	10.793
90.930	11.610
90.940	13.803
90.950	12.470
90.960	13.373
90.970	14.620
90.980	13.373
90.990	13.760
91.000	15.093
91.010	13.760
91.020	13.803
91.030	12.900
91.040	14.233
91.050	12.470
91.060	11.653
91.070	12.470
91.080	10.363
91.090	9.460
91.100	9.933
91.110	7.740
91.120	6.923
91.130	6.880
91.140	4.773
91.150	3.440
91.160	3.483
91.170	0.860
91.180	-0.387
91.190	0.000
91.200	-2.537
