Motion Sensor Data File Sep 25, 2018 1:54 PM
Time (s)	Distance (cm)	Dist Error (cm)
58.280	21.352	0.239
58.290	21.162	0.239
58.300	20.974	0.239
58.310	20.802	0.239
58.320	20.622	0.239
58.330	20.450	0.239
58.340	20.295	0.239
58.350	20.140	0.239
58.360	19.999	0.239
58.370	19.879	0.239
58.380	19.763	0.239
58.390	19.660	0.239
58.400	19.587	0.239
58.410	19.510	0.239
58.420	19.454	0.239
58.430	19.437	0.239
58.440	19.433	0.239
58.450	19.468	0.239
58.460	19.494	0.239
58.470	19.520	0.239
58.480	19.559	0.239
58.490	19.619	0.239
58.500	19.705	0.239
58.510	19.796	0.239
58.520	19.899	0.239
58.530	20.029	0.239
58.540	20.158	0.239
58.550	20.300	0.239
58.560	20.463	0.239
58.570	20.623	0.239
58.580	20.778	0.239
58.590	20.941	0.239
58.600	21.126	0.239
58.610	21.294	0.239
58.620	21.492	0.239
58.630	21.686	0.239
58.640	21.884	0.239
58.650	22.090	0.239
58.660	22.284	0.239
58.670	22.474	0.239
58.680	22.659	0.239
58.690	22.852	0.239
58.700	23.020	0.239
58.710	23.184	0.239
58.720	23.352	0.239
58.730	23.494	0.239
58.740	23.628	0.239
58.750	23.757	0.239
58.760	23.860	0.239
58.770	23.951	0.239
58.780	24.037	0.239
58.790	24.093	0.239
58.800	24.132	0.239
58.810	24.166	0.239
58.820	24.171	0.239
58.830	24.158	0.239
58.840	24.146	0.239
58.850	24.103	0.239
58.860	24.043	0.239
58.870	23.966	0.239
58.880	23.889	0.239
58.890	23.781	0.239
58.900	23.661	0.239
58.910	23.536	0.239
58.920	23.391	0.239
58.930	23.232	0.239
58.940	23.077	0.239
58.950	22.901	0.239
58.960	22.716	0.239
58.970	22.541	0.239
58.980	22.343	0.239
58.990	22.141	0.239
59.000	21.948	0.239
59.010	21.742	0.239
59.020	21.535	0.239
59.030	21.342	0.239
59.040	21.141	0.239
59.050	20.943	0.239
59.060	20.754	0.239
59.070	20.578	0.239
59.080	20.402	0.239
59.090	20.230	0.239
59.100	20.084	0.239
59.110	19.934	0.239
59.120	19.801	0.239
59.130	19.689	0.239
59.140	19.582	0.239
59.150	19.488	0.239
59.160	19.423	0.239
59.170	19.363	0.239
59.180	19.320	0.239
59.190	19.308	0.239
59.200	19.295	0.239
59.210	19.295	0.239
59.220	19.330	0.239
59.230	19.365	0.239
59.240	19.416	0.239
59.250	19.485	0.239
59.260	19.584	0.239
59.270	19.688	0.239
59.280	19.804	0.239
59.290	19.946	0.239
59.300	20.084	0.239
59.310	20.235	0.239
59.320	20.407	0.239
59.330	20.575	0.239
59.340	20.751	0.239
59.350	20.949	0.239
59.360	21.143	0.239
59.370	21.332	0.239
59.380	21.543	0.239
59.390	21.746	0.239
59.400	21.939	0.239
59.410	22.150	0.239
59.420	22.344	0.239
59.430	22.533	0.239
59.440	22.714	0.239
59.450	22.904	0.239
59.460	23.072	0.239
59.470	23.231	0.239
59.480	23.395	0.239
59.490	23.532	0.239
59.500	23.662	0.239
59.510	23.786	0.239
59.520	23.886	0.239
59.530	23.967	0.239
59.540	24.045	0.239
59.550	24.097	0.239
59.560	24.127	0.239
59.570	24.157	0.239
59.580	24.158	0.239
59.590	24.141	0.239
59.600	24.120	0.239
59.610	24.072	0.239
59.620	24.008	0.239
59.630	23.944	0.239
59.640	23.850	0.239
59.650	23.738	0.239
59.660	23.613	0.239
59.670	23.489	0.239
59.680	23.339	0.239
59.690	23.180	0.239
59.700	23.021	0.239
59.710	22.845	0.239
59.720	22.660	0.239
59.730	22.484	0.239
59.740	22.286	0.239
59.750	22.089	0.239
59.760	21.900	0.239
59.770	21.698	0.239
59.780	21.496	0.239
59.790	21.312	0.239
59.800	21.119	0.239
59.810	20.925	0.239
59.820	20.779	0.239
59.830	20.612	0.239
59.840	20.466	0.239
59.850	20.320	0.239
59.860	20.182	0.239
59.870	20.023	0.239
59.880	19.886	0.239
59.890	19.779	0.239
59.900	19.676	0.239
59.910	19.590	0.239
59.920	19.534	0.239
59.930	19.479	0.239
59.940	19.445	0.239
59.950	19.441	0.239
59.960	19.441	0.239
59.970	19.458	0.239
59.980	19.501	0.239
59.990	19.549	0.239
60.000	19.609	0.239
60.010	19.700	0.239
60.020	19.790	0.239
60.030	19.898	0.239
60.040	20.019	0.239
60.050	20.161	0.239
60.060	20.307	0.239
60.070	20.454	0.239
60.080	20.626	0.239
60.090	20.794	0.239
60.100	20.966	0.239
60.110	21.155	0.239
60.120	21.332	0.239
60.130	21.517	0.239
60.140	21.715	0.239
60.150	21.904	0.239
60.160	22.090	0.239
60.170	22.287	0.239
60.180	22.464	0.239
60.190	22.640	0.239
60.200	22.817	0.239
60.210	22.980	0.239
60.220	23.127	0.239
60.230	23.269	0.239
60.240	23.416	0.239
60.250	23.532	0.239
60.260	23.635	0.239
60.270	23.739	0.239
60.280	23.821	0.239
60.290	23.881	0.239
60.300	23.937	0.239
60.310	23.967	0.239
60.320	23.981	0.239
60.330	23.994	0.239
60.340	23.977	0.239
60.350	23.942	0.239
60.360	23.908	0.239
60.370	23.844	0.239
60.380	23.767	0.239
60.390	23.690	0.239
60.400	23.582	0.239
60.410	23.458	0.239
60.420	23.329	0.239
60.430	23.192	0.239
60.440	23.037	0.239
60.450	22.870	0.239
60.460	22.707	0.239
60.470	22.526	0.239
60.480	22.342	0.239
60.490	22.161	0.239
60.500	21.968	0.239
60.510	21.775	0.239
60.520	21.586	0.239
60.530	21.388	0.239
60.540	21.195	0.239
60.550	21.015	0.239
60.560	20.830	0.239
60.570	20.649	0.239
60.580	20.491	0.239
60.590	20.332	0.239
60.600	20.177	0.239
60.610	20.035	0.239
60.620	19.915	0.239
60.630	19.795	0.239
60.640	19.688	0.239
60.650	19.607	0.239
60.660	19.529	0.239
60.670	19.465	0.239
60.680	19.431	0.239
60.690	19.401	0.239
60.700	19.388	0.239
60.710	19.402	0.239
60.720	19.419	0.239
60.730	19.454	0.239
60.740	19.514	0.239
60.750	19.574	0.239
60.760	19.656	0.239
60.770	19.764	0.239
60.780	19.872	0.239
60.790	19.992	0.239
60.800	20.130	0.239
60.810	20.285	0.239
60.820	20.440	0.239
60.830	20.604	0.239
60.840	20.784	0.239
60.850	20.961	0.239
60.860	21.142	0.239
60.870	21.340	0.239
60.880	21.529	0.239
60.890	21.723	0.239
60.900	21.925	0.239
60.910	22.119	0.239
60.920	22.308	0.239
60.930	22.506	0.239
60.940	22.687	0.239
60.950	22.859	0.239
60.960	23.036	0.239
60.970	23.195	0.239
60.980	23.342	0.239
60.990	23.492	0.239
61.000	23.617	0.239
61.010	23.729	0.239
61.020	23.833	0.239
61.030	23.927	0.239
61.040	24.001	0.239
61.050	24.052	0.239
61.060	24.105	0.239
61.070	24.126	0.239
61.080	24.135	0.239
61.090	24.135	0.239
61.100	24.110	0.239
61.110	24.067	0.239
61.120	24.024	0.239
61.130	23.951	0.239
61.140	23.861	0.239
61.150	23.771	0.239
61.160	23.655	0.239
61.170	23.526	0.239
61.180	23.398	0.239
61.190	23.243	0.239
61.200	23.080	0.239
61.210	22.913	0.239
61.220	22.745	0.239
61.230	22.560	0.239
61.240	22.367	0.239
61.250	22.187	0.239
61.260	21.989	0.239
61.270	21.787	0.239
61.280	21.602	0.239
61.290	21.401	0.239
61.300	21.208	0.239
61.310	21.027	0.239
61.320	20.838	0.239
61.330	20.658	0.239
61.340	20.499	0.239
61.350	20.336	0.239
61.360	20.181	0.239
61.370	20.048	0.239
61.380	19.915	0.239
61.390	19.795	0.239
61.400	19.688	0.239
61.410	19.611	0.239
61.420	19.533	0.239
61.430	19.469	0.239
61.440	19.439	0.239
61.450	19.414	0.239
61.460	19.401	0.239
61.470	19.414	0.239
61.480	19.431	0.239
61.490	19.466	0.239
61.500	19.526	0.239
61.510	19.591	0.239
61.520	19.669	0.239
61.530	19.777	0.239
61.540	19.884	0.239
61.550	20.005	0.239
61.560	20.151	0.239
61.570	20.293	0.239
61.580	20.448	0.239
61.590	20.608	0.239
61.600	20.784	0.239
61.610	20.961	0.239
61.620	21.141	0.239
61.630	21.335	0.239
61.640	21.525	0.239
61.650	21.714	0.239
61.660	21.916	0.239
61.670	22.105	0.239
61.680	22.291	0.239
61.690	22.480	0.239
61.700	22.657	0.239
61.710	22.820	0.239
61.720	22.993	0.239
61.730	23.139	0.239
61.740	23.277	0.239
61.750	23.414	0.239
61.760	23.535	0.239
61.770	23.634	0.239
61.780	23.725	0.239
61.790	23.815	0.239
61.800	23.876	0.239
61.810	23.919	0.239
61.820	23.962	0.239
61.830	23.975	0.239
61.840	23.971	0.239
61.850	23.967	0.239
61.860	23.933	0.239
61.870	23.886	0.239
61.880	23.834	0.239
61.890	23.757	0.239
61.900	23.663	0.239
61.910	23.568	0.239
61.920	23.448	0.239
61.930	23.315	0.239
61.940	23.186	0.239
61.950	23.032	0.239
61.960	22.873	0.239
61.970	22.706	0.239
61.980	22.542	0.239
61.990	22.362	0.239
62.000	22.182	0.239
62.010	22.006	0.239
62.020	21.812	0.239
62.030	21.619	0.239
62.040	21.443	0.239
62.050	21.254	0.239
62.060	21.065	0.239
62.070	20.898	0.239
62.080	20.722	0.239
62.090	20.554	0.239
62.100	20.408	0.239
62.110	20.258	0.239
62.120	20.116	0.239
62.130	20.001	0.239
62.140	19.884	0.239
62.150	19.777	0.239
62.160	19.700	0.239
62.170	19.623	0.239
62.180	19.567	0.239
62.190	19.550	0.239
62.200	19.568	0.239
62.210	19.572	0.239
62.220	19.581	0.239
62.230	19.616	0.239
62.240	19.654	0.239
62.250	19.702	0.239
62.260	19.780	0.239
62.270	19.857	0.239
62.280	19.952	0.239
62.290	20.073	0.239
62.300	20.189	0.239
62.310	20.323	0.239
62.320	20.473	0.239
62.330	20.603	0.239
62.340	20.749	0.239
62.350	20.913	0.239
62.360	21.076	0.239
62.370	21.257	0.239
62.380	21.442	0.239
62.390	21.640	0.239
62.400	21.825	0.239
62.410	22.014	0.239
62.420	22.213	0.239
62.430	22.393	0.239
62.440	22.574	0.239
62.450	22.759	0.239
62.460	22.927	0.239
62.470	23.086	0.239
62.480	23.246	0.239
62.490	23.383	0.239
62.500	23.509	0.239
62.510	23.638	0.239
62.520	23.737	0.239
62.530	23.827	0.239
62.540	23.909	0.239
62.550	23.969	0.239
62.560	24.009	0.239
62.570	24.034	0.239
62.580	24.052	0.239
62.590	24.043	0.239
62.600	24.022	0.239
62.610	23.997	0.239
62.620	23.941	0.239
62.630	23.872	0.239
62.640	23.804	0.239
62.650	23.705	0.239
62.660	23.589	0.239
62.670	23.482	0.239
62.680	23.345	0.239
62.690	23.195	0.239
62.700	23.048	0.239
62.710	22.881	0.239
62.720	22.705	0.239
62.730	22.533	0.239
62.740	22.344	0.239
62.750	22.155	0.239
62.760	21.958	0.239
62.770	21.773	0.239
62.780	21.576	0.239
62.790	21.378	0.239
62.800	21.198	0.239
62.810	21.004	0.239
62.820	20.820	0.239
62.830	20.652	0.239
62.840	20.480	0.239
62.850	20.317	0.239
62.860	20.176	0.239
62.870	20.034	0.239
62.880	19.897	0.239
62.890	19.789	0.239
62.900	19.682	0.239
62.910	19.592	0.239
62.920	19.523	0.239
62.930	19.464	0.239
62.940	19.416	0.239
62.950	19.387	0.239
62.960	19.382	0.239
62.970	19.383	0.239
62.980	19.400	0.239
62.990	19.448	0.239
63.000	19.495	0.239
63.010	19.560	0.239
63.020	19.650	0.239
63.030	19.745	0.239
63.040	19.848	0.239
63.050	19.982	0.239
63.060	20.115	0.239
63.070	20.258	0.239
63.080	20.421	0.239
63.090	20.585	0.239
63.100	20.753	0.239
63.110	20.942	0.239
63.120	21.123	0.239
63.130	21.308	0.239
63.140	21.497	0.239
63.150	21.700	0.239
63.160	21.889	0.239
63.170	22.079	0.239
63.180	22.277	0.239
63.190	22.462	0.239
63.200	22.638	0.239
63.210	22.819	0.239
63.220	22.987	0.239
63.230	23.142	0.239
63.240	23.301	0.239
63.250	23.435	0.239
63.260	23.560	0.239
63.270	23.680	0.239
63.280	23.779	0.239
63.290	23.861	0.239
63.300	23.943	0.239
63.310	23.995	0.239
63.320	24.030	0.239
63.330	24.051	0.239
63.340	24.069	0.239
63.350	24.056	0.239
63.360	24.031	0.239
63.370	23.997	0.239
63.380	23.941	0.239
63.390	23.864	0.239
63.400	23.786	0.239
63.410	23.684	0.239
63.420	23.567	0.239
63.430	23.452	0.239
63.440	23.310	0.239
63.450	23.164	0.239
63.460	23.014	0.239
63.470	22.846	0.239
63.480	22.670	0.239
63.490	22.503	0.239
63.500	22.318	0.239
63.510	22.125	0.239
63.520	21.932	0.239
63.530	21.751	0.239
63.540	21.558	0.239
63.550	21.365	0.239
63.560	21.193	0.239
63.570	21.009	0.239
63.580	20.828	0.239
63.590	20.669	0.239
63.600	20.506	0.239
63.610	20.351	0.239
63.620	20.218	0.239
63.630	20.081	0.239
63.640	19.961	0.239
63.650	19.862	0.239
63.660	19.768	0.239
63.670	19.686	0.239
63.680	19.631	0.239
63.690	19.579	0.239
63.700	19.541	0.239
63.710	19.537	0.239
63.720	19.528	0.239
63.730	19.537	0.239
63.740	19.563	0.239
63.750	19.615	0.239
63.760	19.667	0.239
63.770	19.740	0.239
63.780	19.835	0.239
63.790	19.930	0.239
63.800	20.042	0.239
63.810	20.175	0.239
63.820	20.305	0.239
63.830	20.446	0.239
63.840	20.606	0.239
63.850	20.761	0.239
63.860	20.925	0.239
63.870	21.105	0.239
63.880	21.282	0.239
63.890	21.458	0.239
63.900	21.647	0.239
63.910	21.829	0.239
63.920	22.005	0.239
63.930	22.177	0.239
63.940	22.362	0.239
63.950	22.526	0.239
63.960	22.689	0.239
63.970	22.858	0.239
63.980	23.004	0.239
63.990	23.142	0.239
64.000	23.288	0.239
64.010	23.404	0.239
64.020	23.512	0.239
64.030	23.616	0.239
64.040	23.693	0.239
64.050	23.758	0.239
64.060	23.822	0.239
64.070	23.857	0.239
64.080	23.874	0.239
64.090	23.892	0.239
64.100	23.883	0.239
64.110	23.858	0.239
64.120	23.815	0.239
64.130	23.773	0.239
64.140	23.699	0.239
64.150	23.614	0.239
64.160	23.528	0.239
64.170	23.417	0.239
64.180	23.292	0.239
64.190	23.168	0.239
64.200	23.022	0.239
64.210	22.867	0.239
64.220	22.717	0.239
64.230	22.549	0.239
64.240	22.373	0.239
64.250	22.206	0.239
64.260	22.017	0.239
64.270	21.832	0.239
64.280	21.652	0.239
64.290	21.467	0.239
64.300	21.278	0.239
64.310	21.098	0.239
64.320	20.930	0.239
64.330	20.759	0.239
64.340	20.595	0.239
64.350	20.450	0.239
64.360	20.295	0.239
64.370	20.158	0.239
64.380	20.038	0.239
64.390	19.921	0.239
64.400	19.814	0.239
64.410	19.737	0.239
64.420	19.660	0.239
64.430	19.600	0.239
64.440	19.562	0.239
64.450	19.527	0.239
64.460	19.506	0.239
64.470	19.515	0.239
64.480	19.524	0.239
64.490	19.554	0.239
64.500	19.593	0.239
64.510	19.666	0.239
64.520	19.740	0.239
64.530	19.821	0.239
64.540	19.934	0.239
64.550	20.045	0.239
64.560	20.170	0.239
64.570	20.317	0.239
64.580	20.459	0.239
64.590	20.609	0.239
64.600	20.782	0.239
64.610	20.950	0.239
64.620	21.122	0.239
64.630	21.316	0.239
64.640	21.497	0.239
64.650	21.677	0.239
64.660	21.875	0.239
64.670	22.060	0.239
64.680	22.241	0.239
64.690	22.418	0.239
64.700	22.607	0.239
64.710	22.775	0.239
64.720	22.934	0.239
64.730	23.102	0.239
64.740	23.244	0.239
64.750	23.378	0.239
64.760	23.515	0.239
64.770	23.628	0.239
64.780	23.727	0.239
64.790	23.822	0.239
64.800	23.895	0.239
64.810	23.951	0.239
64.820	24.003	0.239
64.830	24.029	0.239
64.840	24.037	0.239
64.850	24.046	0.239
64.860	24.025	0.239
64.870	23.991	0.239
64.880	23.939	0.239
64.890	23.884	0.239
64.900	23.803	0.239
64.910	23.708	0.239
64.920	23.610	0.239
64.930	23.489	0.239
64.940	23.356	0.239
64.950	23.227	0.239
64.960	23.073	0.239
64.970	22.910	0.239
64.980	22.755	0.239
64.990	22.575	0.239
65.000	22.394	0.239
65.010	22.219	0.239
65.020	22.025	0.239
65.030	21.832	0.239
65.040	21.651	0.239
65.050	21.463	0.239
65.060	21.269	0.239
65.070	21.080	0.239
65.080	20.913	0.239
65.090	20.737	0.239
65.100	20.565	0.239
65.110	20.419	0.239
65.120	20.265	0.239
65.130	20.123	0.239
65.140	20.003	0.239
65.150	19.887	0.239
65.160	19.780	0.239
65.170	19.702	0.239
65.180	19.625	0.239
65.190	19.565	0.239
65.200	19.527	0.239
65.210	19.497	0.239
65.220	19.476	0.239
65.230	19.485	0.239
65.240	19.497	0.239
65.250	19.524	0.239
65.260	19.580	0.239
65.270	19.640	0.239
65.280	19.713	0.239
65.290	19.804	0.239
65.300	19.916	0.239
65.310	20.028	0.239
65.320	20.153	0.239
65.330	20.299	0.239
65.340	20.441	0.239
65.350	20.597	0.239
65.360	20.769	0.239
65.370	20.936	0.239
65.380	21.113	0.239
65.390	21.302	0.239
65.400	21.483	0.239
65.410	21.664	0.239
65.420	21.858	0.239
65.430	22.038	0.239
65.440	22.215	0.239
65.450	22.400	0.239
65.460	22.568	0.239
65.470	22.727	0.239
65.480	22.887	0.239
65.490	23.046	0.239
65.500	23.184	0.239
65.510	23.309	0.239
65.520	23.438	0.239
65.530	23.541	0.239
65.540	23.632	0.239
65.550	23.718	0.239
65.560	23.783	0.239
65.570	23.826	0.239
65.580	23.874	0.239
65.590	23.891	0.239
65.600	23.896	0.239
65.610	23.896	0.239
65.620	23.870	0.239
65.630	23.827	0.239
65.640	23.780	0.239
65.650	23.707	0.239
65.660	23.622	0.239
65.670	23.523	0.239
65.680	23.424	0.239
65.690	23.300	0.239
65.700	23.167	0.239
65.710	23.038	0.239
65.720	22.888	0.239
65.730	22.729	0.239
65.740	22.574	0.239
65.750	22.398	0.239
65.760	22.222	0.239
65.770	22.055	0.239
65.780	21.870	0.239
65.790	21.685	0.239
65.800	21.514	0.239
65.810	21.333	0.239
65.820	21.153	0.239
65.830	20.990	0.239
65.840	20.818	0.239
65.850	20.650	0.239
65.860	20.496	0.239
65.870	20.358	0.239
65.880	20.221	0.239
65.890	20.093	0.239
65.900	19.989	0.239
65.910	19.887	0.239
65.920	19.796	0.239
65.930	19.732	0.239
65.940	19.672	0.239
65.950	19.621	0.239
65.960	19.604	0.239
65.970	19.587	0.239
65.980	19.587	0.239
65.990	19.613	0.239
66.000	19.643	0.239
66.010	19.687	0.239
66.020	19.760	0.239
66.030	19.833	0.239
66.040	19.919	0.239
66.050	20.019	0.239
66.060	20.143	0.239
66.070	20.268	0.239
66.080	20.406	0.239
66.090	20.561	0.239
66.100	20.712	0.239
66.110	20.871	0.239
66.120	21.052	0.239
66.130	21.224	0.239
66.140	21.401	0.239
66.150	21.590	0.239
66.160	21.771	0.239
66.170	21.952	0.239
66.180	22.141	0.239
66.190	22.318	0.239
66.200	22.490	0.239
66.210	22.667	0.239
66.220	22.826	0.239
66.230	22.976	0.239
66.240	23.119	0.239
66.250	23.265	0.239
66.260	23.386	0.239
66.270	23.497	0.239
66.280	23.605	0.239
66.290	23.691	0.239
66.300	23.761	0.239
66.310	23.829	0.239
66.320	23.873	0.239
66.330	23.903	0.239
66.340	23.929	0.239
66.350	23.925	0.239
66.360	23.908	0.239
66.370	23.891	0.239
66.380	23.840	0.239
66.390	23.780	0.239
66.400	23.715	0.239
66.410	23.621	0.239
66.420	23.518	0.239
66.430	23.398	0.239
66.440	23.286	0.239
66.450	23.145	0.239
66.460	22.999	0.239
66.470	22.853	0.239
66.480	22.685	0.239
66.490	22.514	0.239
66.500	22.346	0.239
66.510	22.166	0.239
66.520	21.977	0.239
66.530	21.805	0.239
66.540	21.612	0.239
66.550	21.427	0.239
66.560	21.251	0.239
66.570	21.067	0.239
66.580	20.886	0.239
66.590	20.727	0.239
66.600	20.560	0.239
66.610	20.397	0.239
66.620	20.246	0.239
66.630	20.118	0.239
66.640	19.989	0.239
66.650	19.873	0.239
66.660	19.778	0.239
66.670	19.688	0.239
66.680	19.611	0.239
66.690	19.560	0.239
66.700	19.513	0.239
66.710	19.479	0.239
66.720	19.470	0.239
66.730	19.470	0.239
66.740	19.479	0.239
66.750	19.522	0.239
66.760	19.566	0.239
66.770	19.626	0.239
66.780	19.712	0.239
66.790	19.798	0.239
66.800	19.898	0.239
66.810	20.010	0.239
66.820	20.148	0.239
66.830	20.281	0.239
66.840	20.428	0.239
66.850	20.591	0.239
66.860	20.751	0.239
66.870	20.918	0.239
66.880	21.104	0.239
66.890	21.284	0.239
66.900	21.465	0.239
66.910	21.659	0.239
66.920	21.844	0.239
66.930	22.025	0.239
66.940	22.218	0.239
66.950	22.395	0.239
66.960	22.563	0.239
66.970	22.744	0.239
66.980	22.903	0.239
66.990	23.058	0.239
67.000	23.213	0.239
67.010	23.342	0.239
67.020	23.463	0.239
67.030	23.575	0.239
67.040	23.682	0.239
67.050	23.764	0.239
67.060	23.829	0.239
67.070	23.898	0.239
67.080	23.937	0.239
67.090	23.959	0.239
67.100	23.980	0.239
67.110	23.976	0.239
67.120	23.951	0.239
67.130	23.925	0.239
67.140	23.874	0.239
67.150	23.805	0.239
67.160	23.736	0.239
67.170	23.642	0.239
67.180	23.531	0.239
67.190	23.423	0.239
67.200	23.295	0.239
67.210	23.153	0.239
67.220	22.999	0.239
67.230	22.852	0.239
67.240	22.685	0.239
67.250	22.513	0.239
67.260	22.346	0.239
67.270	22.166	0.239
67.280	21.981	0.239
67.290	21.809	0.239
67.300	21.624	0.239
67.310	21.440	0.239
67.320	21.272	0.239
67.330	21.092	0.239
67.340	20.920	0.239
67.350	20.766	0.239
67.360	20.603	0.239
67.370	20.452	0.239
67.380	20.324	0.239
67.390	20.190	0.239
67.400	20.070	0.239
67.410	19.963	0.239
67.420	19.877	0.239
67.430	19.795	0.239
67.440	19.727	0.239
67.450	19.684	0.239
67.460	19.646	0.239
67.470	19.616	0.239
67.480	19.620	0.239
67.490	19.625	0.239
67.500	19.642	0.239
67.510	19.690	0.239
67.520	19.737	0.239
67.530	19.798	0.239
67.540	19.888	0.239
67.550	19.975	0.239
67.560	20.074	0.239
67.570	20.199	0.239
67.580	20.319	0.239
67.590	20.448	0.239
67.600	20.591	0.239
67.610	20.750	0.239
67.620	20.905	0.239
67.630	21.064	0.239
67.640	21.245	0.239
67.650	21.413	0.239
67.660	21.581	0.239
67.670	21.766	0.239
67.680	21.934	0.239
67.690	22.102	0.239
67.700	22.283	0.239
67.710	22.446	0.239
67.720	22.606	0.239
67.730	22.769	0.239
67.740	22.916	0.239
67.750	23.053	0.239
67.760	23.191	0.239
67.770	23.307	0.239
67.780	23.411	0.239
67.790	23.506	0.239
67.800	23.596	0.239
67.810	23.665	0.239
67.820	23.713	0.239
67.830	23.764	0.239
67.840	23.791	0.239
67.850	23.799	0.239
67.860	23.808	0.239
67.870	23.787	0.239
67.880	23.753	0.239
67.890	23.714	0.239
67.900	23.650	0.239
67.910	23.573	0.239
67.920	23.496	0.239
67.930	23.392	0.239
67.940	23.277	0.239
67.950	23.165	0.239
67.960	23.028	0.239
67.970	22.886	0.239
67.980	22.732	0.239
67.990	22.581	0.239
68.000	22.414	0.239
68.010	22.242	0.239
68.020	22.074	0.239
68.030	21.899	0.239
68.040	21.714	0.239
68.050	21.551	0.239
68.060	21.371	0.239
68.070	21.199	0.239
68.080	21.040	0.239
68.090	20.872	0.239
68.100	20.714	0.239
68.110	20.572	0.239
68.120	20.426	0.239
68.130	20.289	0.239
68.140	20.173	0.239
68.150	20.053	0.239
68.160	19.949	0.239
68.170	19.860	0.239
68.180	19.791	0.239
68.190	19.727	0.239
68.200	19.675	0.239
68.210	19.650	0.239
68.220	19.628	0.239
68.230	19.620	0.239
68.240	19.637	0.239
68.250	19.659	0.239
68.260	19.694	0.239
68.270	19.754	0.239
68.280	19.819	0.239
68.290	19.892	0.239
68.300	20.000	0.239
68.310	20.099	0.239
68.320	20.211	0.239
68.330	20.349	0.239
68.340	20.482	0.239
68.350	20.629	0.239
68.360	20.779	0.239
68.370	20.952	0.239
68.380	21.115	0.239
68.390	21.283	0.239
68.400	21.468	0.239
68.410	21.645	0.239
68.420	21.821	0.239
68.430	22.007	0.239
68.440	22.183	0.239
68.450	22.355	0.239
68.460	22.536	0.239
68.470	22.695	0.239
68.480	22.854	0.239
68.490	23.014	0.239
68.500	23.156	0.239
68.510	23.290	0.239
68.520	23.423	0.239
68.530	23.531	0.239
68.540	23.630	0.239
68.550	23.712	0.239
68.560	23.798	0.239
68.570	23.854	0.239
68.580	23.897	0.239
68.590	23.941	0.239
68.600	23.949	0.239
68.610	23.950	0.239
68.620	23.945	0.239
68.630	23.916	0.239
68.640	23.868	0.239
68.650	23.822	0.239
68.660	23.748	0.239
68.670	23.659	0.239
68.680	23.573	0.239
68.690	23.457	0.239
68.700	23.332	0.239
68.710	23.208	0.239
68.720	23.062	0.239
68.730	22.907	0.239
68.740	22.744	0.239
68.750	22.590	0.239
68.760	22.414	0.239
68.770	22.233	0.239
68.780	22.062	0.239
68.790	21.872	0.239
68.800	21.684	0.239
68.810	21.512	0.239
68.820	21.327	0.239
68.830	21.147	0.239
68.840	20.984	0.239
68.850	20.812	0.239
68.860	20.649	0.239
68.870	20.503	0.239
68.880	20.352	0.239
68.890	20.211	0.239
68.900	20.095	0.239
68.910	19.975	0.239
68.920	19.872	0.239
68.930	19.795	0.239
68.940	19.718	0.239
68.950	19.653	0.239
68.960	19.602	0.239
68.970	19.576	0.239
68.980	19.559	0.239
68.990	19.551	0.239
69.000	19.573	0.239
69.010	19.594	0.239
69.020	19.633	0.239
69.030	19.698	0.239
69.040	19.763	0.239
69.050	19.845	0.239
69.060	19.952	0.239
69.070	20.060	0.239
69.080	20.176	0.239
69.090	20.318	0.239
69.100	20.456	0.239
69.110	20.598	0.239
69.120	20.766	0.239
69.130	20.926	0.239
69.140	21.089	0.239
69.150	21.257	0.239
69.160	21.447	0.239
69.170	21.619	0.239
69.180	21.795	0.239
69.190	21.980	0.239
69.200	22.153	0.239
69.210	22.320	0.239
69.220	22.497	0.239
69.230	22.656	0.239
69.240	22.807	0.239
69.250	22.962	0.239
69.260	23.095	0.239
69.270	23.220	0.239
69.280	23.349	0.239
69.290	23.453	0.239
69.300	23.543	0.239
69.310	23.630	0.239
69.320	23.694	0.239
69.330	23.742	0.239
69.340	23.776	0.239
69.350	23.811	0.239
69.360	23.820	0.239
69.370	23.812	0.239
69.380	23.804	0.239
69.390	23.765	0.239
69.400	23.714	0.239
69.410	23.662	0.239
69.420	23.585	0.239
69.430	23.495	0.239
69.440	23.401	0.239
69.450	23.285	0.239
69.460	23.160	0.239
69.470	23.036	0.239
69.480	22.894	0.239
69.490	22.740	0.239
69.500	22.593	0.239
69.510	22.431	0.239
69.520	22.259	0.239
69.530	22.087	0.239
69.540	21.924	0.239
69.550	21.743	0.239
69.560	21.567	0.239
69.570	21.404	0.239
69.580	21.228	0.239
69.590	21.056	0.239
69.600	20.902	0.239
69.610	20.743	0.239
69.620	20.588	0.239
69.630	20.455	0.239
69.640	20.318	0.239
69.650	20.193	0.239
69.660	20.090	0.239
69.670	19.987	0.239
69.680	19.897	0.239
69.690	19.833	0.239
69.700	19.769	0.239
69.710	19.722	0.239
69.720	19.688	0.239
69.730	19.679	0.239
69.740	19.675	0.239
69.750	19.684	0.239
69.760	19.719	0.239
69.770	19.758	0.239
69.780	19.809	0.239
69.790	19.891	0.239
69.800	19.969	0.239
69.810	20.064	0.239
69.820	20.180	0.239
69.830	20.296	0.239
69.840	20.425	0.239
69.850	20.572	0.239
69.860	20.718	0.239
69.870	20.869	0.239
69.880	21.041	0.239
69.890	21.205	0.239
